,title_id,title,start_year,rating,votes
396,tt1886977,Hunt for the Abominable Snowman,2011,4.6,72
397,tt3606756,Incredibles 2,2018,7.6,286782
398,tt8568788,Incredibles 2,2018,9.2,7
399,tt10101440,Incredibles 2,2018,8.9,7
400,tt8567848,Incredibles 2,2018,7.3,20
401,tt3091520,King Fishers,2013,6.9,26
402,tt11668444,Lost Temple of the Inca,2020,6.8,117
403,tt10857210,Muppets Now,2020,5.9,1150
404,tt12453440,Surviving the Mount St. Helens Disaster,2020,7.6,91
405,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,300825
406,tt7248854,Pirates of the Caribbean: Dead Men Tell No Tales,2017,7.5,12
407,tt10225100,Rogue Trip,2020,7.0,179
408,tt7871864,Wild Sri Lanka,2015,8.3,89
409,tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,4.3,8990
410,tt0423746,Super Robot Monkey Team Hyperforce Go!,2004,6.3,2378
411,tt0285749,The Mouseketeers at Walt Disney World,1977,7.3,90
412,tt12013768,Wild Chile,2017,8.2,5
413,tt5899794,X-Men: Apocalypse,2016,7.8,13
414,tt3385516,X-Men: Apocalypse,2016,6.9,425983
415,tt5767174,X-Men: Apocalypse,2016,7.4,43
416,tt7241292,X-Men: Apocalypse,2016,7.2,14
417,tt12690910,Hamilton: History Has Its Eyes on You,2020,6.3,66
418,tt8486896,Solo: A Star Wars Story,2018,8.2,44
419,tt9049946,Solo: A Star Wars Story,2018,7.2,57
420,tt3778644,Solo: A Star Wars Story,2018,6.9,333717
421,tt9041966,Solo: A Star Wars Story,2018,7.4,16
422,tt8450046,Solo: A Star Wars Story,2018,6.0,19
423,tt9494886,Solo: A Star Wars Story,2018,7.9,7
424,tt1877832,X-Men: Days of Future Past,2014,7.9,700182
425,tt3758068,X-Men: Days of Future Past,2014,6.1,12
426,tt4135422,X-Men: Days of Future Past,2014,7.6,77
427,tt6208226,Animal ER,2016,7.9,74
428,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,6.5,30823
429,tt12614114,Hamilton,2020,8.1,19
430,tt8503618,Hamilton,2020,8.4,88125
431,tt1481467,Race to Witch Mountain,2009,8.1,9
432,tt1075417,Race to Witch Mountain,2009,5.7,59486
433,tt0112499,The Big Green,1995,5.5,10153
434,tt0104868,The Mighty Ducks,1992,6.5,65732
435,tt0114924,While You Were Sleeping,1995,6.7,101471
436,tt10196382,Into the Unknown: Making Frozen 2,2020,8.4,819
437,tt0151498,Mars and Beyond,1957,8.2,239
438,tt0272876,Tarzan,1999,7.3,640
439,tt0120855,Tarzan,1999,7.3,221607
440,tt7264462,Egypt's Treasure Guardians,2016,6.2,65
441,tt3040964,The Jungle Book,2016,7.4,273915
442,tt7241176,The Jungle Book,2016,7.4,6
443,tt2483260,The Pirate Fairy,2014,6.5,13277
444,tt0108377,Trail Mix-Up,1993,7.2,985
445,tt0100821,Tummy Trouble,1989,7.2,1617
446,tt12860598,Artemis Fowl,2020,7.0,11
447,tt3089630,Artemis Fowl,2020,4.2,27648
448,tt12490524,Artemis Fowl,2020,4.8,62
449,tt12520562,Artemis Fowl,2020,8.0,17
450,tt2573338,Mighty Med,2013,6.4,2027
451,tt0908300,The Liberty Story,1957,7.4,83
452,tt0402635,The Story of the Animated Drawing,1955,7.5,130
453,tt1223150,Walt & El Grupo,2008,6.4,419
454,tt8415880,Alaska's Grizzly Gauntlet,2018,6.4,50
455,tt6293566,America's Greatest Animals,2012,5.7,40
456,tt2718652,Secrets of Wild India,2012,8.0,157
457,tt5848928,The Greeks,2016,7.7,220
458,tt4380034,Wild Hawaii,2014,7.0,127
459,tt0432283,Fantastic Mr. Fox,2009,7.9,225747
460,tt7661306,Out,2020,5.9,25
461,tt12366826,Out,2020,7.5,3446
462,tt12794052,Out,2020,6.4,17
463,tt4777008,Maleficent: Mistress of Evil,2019,6.6,101841
464,tt11101466,Maleficent: Mistress of Evil,2019,8.1,43
465,tt2299785,John Carter,2012,5.2,11
466,tt0401729,John Carter,2012,6.6,269641
467,tt0092696,Bride of Boogedy,1987,6.6,724
468,tt0119190,George of the Jungle,1997,5.5,77021
469,tt0116552,Homeward Bound II: Lost in San Francisco,1996,5.9,15075
470,tt0107131,Homeward Bound: The Incredible Journey,1993,6.9,46238
471,tt8316986,Prairie Dog Manor,2019,8.0,50
472,tt0280050,Prowlers of the Everglades,1953,7.6,91
473,tt0093779,The Princess Bride,1987,8.0,421764
474,tt2181679,Unlikely Animal Friends,2012,7.6,105
475,tt0368891,National Treasure,2004,6.9,326805
476,tt12194646,Born Wild: The Next Generation,2020,7.9,28
477,tt0098740,America's Funniest Home Videos,1989,6.1,5383
478,tt0219222,The Olympic Elk,1952,7.0,93
479,tt12137534,Jane Goodall: The Hope,2020,8.0,166
480,tt2078690,Brain Games,2011,8.3,3284
481,tt12076020,A Celebration of the Music from Coco,2020,7.0,230
482,tt8174114,Tut's Treasures: Hidden Secrets,2018,7.3,199
483,tt0287003,A Tale of Two Critters,1977,6.0,201
484,tt12100080,Diving with Dolphins,2020,7.0,182
485,tt10055028,Dolphin Reef,2018,7.4,1098
486,tt12036052,Elephant,2020,7.2,2206
487,tt1725902,Fish Hooks,2010,4.8,3589
488,tt12100044,In the Footsteps of Elephant,2020,7.2,198
489,tt11824204,Onward,2020,7.2,20
490,tt7146812,Onward,2020,7.4,142441
491,tt12676208,Onward,2020,7.4,9
492,tt11937610,Onward,2020,7.6,14
493,tt12080904,Penguins: Life on the Edge,2020,6.8,168
494,tt0072728,The Boy Who Talked to Badgers,1975,5.4,125
495,tt0635488,The New Neighbor,1952,7.7,25
496,tt0078281,The Small One,1978,7.6,1721
497,tt0166896,The Straight Story,1999,8.0,89533
498,tt1142977,Frankenweenie,2012,6.9,106005
499,tt1305591,Mars Needs Moms,2011,5.4,22409
500,tt1874686,Prom,2011,5.4,9
501,tt1892267,Prom,2011,7.4,115
502,tt1543693,Prom,2010,7.0,10
503,tt1604171,Prom,2011,5.4,15282
504,tt1294226,The Last Song,2010,5.9,87062
505,tt1462769,The Odd Life of Timothy Green,2012,6.6,46816
506,tt2267122,The Odd Life of Timothy Green,2012,7.1,12
507,tt10219416,Be Our Chef,2020,6.4,175
